employer,headline,occupation,ai_industry,ai_locations,ai_technology
"Scania CV AB","Systemutvecklare ICL","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","ECU-system ,Instrument cluster ,Audiosystem ,Färdskrivare ,Extravärmarstyrning ,Människa-maskin-interaktion ,Elektronik ,Mjukvara ,HMI"
"Scania CV AB","IoT Solution Architect Scania Connected Services Troubleshooting",Systemutvecklare/Programmerare,"Manufacturing (Lastbilar och bussar för tunga transporter samt industri- och marinmotorer)",Sverige,"IoT ,Troubleshooting ,Fault Isolation ,Diagnostics ,Software ,Hardware"
"Scania CV AB","Funktionsutvecklare - Karta och omvärldsbild","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","Vehicle Management Controls ,Scania Driver Support ,Start-/Stopfunktionalitet för hybridfordon ,Elektrisk styrning ,Kartdataplattform"
"Scania IT","Java Developer for Scania IT",Systemutvecklare/Programmerare,Automotive,"Sweden, Holland, France, Belgium, Latin America and India","Java ,Oracle Forms ,Maven ,Spring (Spring Boot) ,JavaScript ,AngularJS ,Rest ,Test Driven Development (TDD) ,Testing (preferably using Selenium) ,Jenkins"
"Scania CV AB","Utvecklingsingenjör - Koncept & Strategi Motor, vikariat","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"Förbränningsmotorteknik,Motorstyrsystem,Mjukvarustrategier"
"Scania CV AB","Utvecklare Business Intelligence till Scania IT",Systemutvecklare/Programmerare,Transportation,Scania,"Microsoft (SQL Server, SSIS, SSAS, SSRS) ,QlikView/QlikSense, rapportdesign QV ,Cognos, främst Report Studio och Framework Manager"
"Scania CV AB","Testsystemsutvecklare - Inbyggda system","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"Hardware In the Loop (HIL),Real-time execution of environment models,Python,Matlab,Simulink,Automated test systems (dSPACE and/or NI),Agile methods"
"Scania CV AB","Network Technician to Scania IT",IT-tekniker/Datatekniker,"Transportation Solutions","Södertälje, Sweden","DNS/DHCP ,LAN ,WLAN ,I-LAN"
"Scania CV AB","Systemarkitekt diagnos för fordonets elsystem",Systemarkitekt,Automotive,"Södertälje, Sweden","Diagnostics,Cybersecurity,Advanced driver assistance systems (ADAS),Hybrid vehicle solutions,Autonomous vehicles"
"Scania IT","Lösningsarkitekt med fokus på SOA till Scania IT",IT-arkitekt/Lösningsarkitekt,Lastbilstillverkare/Transportlösningar,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","SOA,XML,WSDL,Swagger,EA Sparx,UML,Informationsmodellering"
"Scania IT","Vass Tekniker till Collaboration and Communication, Scania IT",IT-tekniker/Datatekniker,"Systemutveckling, IT-drift och infrastruktur","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Exchange,Skype for Business,Microsoft Office 2013 and 2016,Office 365"
"Scania CV AB","Testare för utveckling av moderna websystem",Systemtestare,Manufacturing,Sweden,"Bootstrap,Angular JS,Webstorm,C#,.Net,micro services,Node.js,REST,WebAPI,SQLServer/NoSQL,VisualStudio,RTC,Lastbil,Jasmine,ProTractor,ReadyAPI,Apica Zebra Tester,TeamCity,Octopus,Docker,Vagrant,Azure,AWS,Windows,Linux"
"Scania CV AB","Systemutvecklare till Scania Autonomous Transport Solutions",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden","C and C++,Matlab-Simulink-Stateflow,Linux"
"Scania IT","Supportspecialist till Customer Support, Scania IT",IT-tekniker/Datatekniker,"Scania IT servar Scaniakoncernen med systemutveckling, IT-drift och infrastruktur.","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Windows XP ,VISTA ,Windows 7 ,Microsofts produktfamilj ,MS Office ,Outlook"
"Scania IT","Utvecklare DataWarehouse till Scania IT","Civilingenjör, systemutveckling",Lastbilstillverkare/Transportlösningar,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemutveckling,IT-drift,Infrastruktur,DataWarehouse,Oracle Data Warehouse ODI,Integrationer"
"Scania IT","Teknisk ansvarig, Skype for Business, Scania IT",IT-tekniker/Datatekniker,"IT-systemutveckling, IT-drift och infrastruktur.","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","S4B Server,Telefoni,Nätverk/Wifi,DNS,Skype online och Office 365,Exchange-miljö"
"Scania CV AB","Access Management Specialist, Scania IT - Service Desk",IT-samordnare,Automotive,"Scania IT, Södertälje, Sweden","MS Active Directory,MS Exchange,PowerShell,Identity Management,NTFS,ServiceNow"
"Scania IT","Testare, Scania IT",Systemtestare,Automotive,"Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Systemutveckling,IT-drift,Infrastruktur,Testautomatisering,Testdriven utveckling,.NET,ITIL,ISTQB,Scrum,Kanban"
"Scania IT","Är du vår nya förvaltningsledare inom MONA Systems?","Civilingenjör, systemutveckling","Lastbilstillverkare,Transportlösningar,Tjänsteleverantör","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Systemutveckling,IT-drift,Infrastruktur"
"Scania CV AB","Systemutvecklare Diagnoskommunikation Scania",Systemutvecklare/Programmerare,"Manufacturing of Trucks and Buses, Industrial and Marine Engines, Service and Financial Services","Södertälje, Sweden","C++,C#,XML,UDS/KWP,EA,WPF,Design Patterns"
"Scania CV AB","Systemarkitekt cybersecurity för fordonets elsystem",Systemarkitekt,Automotive,"Södertälje, Sweden","Systemarkitekt,Cybersecurity,Diagnos,Avancerade förarstödsfunktioner (ADAS),Hybridfordonslösningar,Framtidens autonoma fordon"
"Scania IT","Solution Architect, O2D Process - Production & Industrial Maintenance",IT-arkitekt/Lösningsarkitekt,"Transport Solutions","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","MES/SCADA ,Automation environment ,Agile method ,TOGAF ,Data integration techniques ,SOA ,Microservices"
"Scania CV AB","Data Scientist/Analyst within Product Quality","Forskare, IT",Manufacturing,Sweden,"Relational databases and SQL,Scripting language,Statistical or machine learning techniques,Big data technologies such as Hadoop, Spark, Python, R,BI-tools like Tableau, Qlik"
"Scania IT","Maintenance Manager for Scania IT","Civilingenjör, systemutveckling",Automotive,"Sweden, Holland, France, Belgium, Latin America, India","Java ,Oracle Forms ,Agile Working Methods"
"Scania CV AB","Lead Business Architect till Scania IT",IT-arkitekt/Lösningsarkitekt,"Automotive/Vehicle Manufacturing","Södertälje, Sweden","IT,Modern and Agile Architecture,Connected and Digitalized Solutions"
"Scania IT","Teknisk utvecklare till Scania IT",Systemutvecklare/Programmerare,Transportation,"Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","SQL,Linux,Shell script,XML,Excel"
"Scania CV AB","Utvecklare till Connected Services","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"C++,Programmering"
"Scania IT","Microsoft SQL DBA to Scania IT",Systemutvecklare/Programmerare,"Transport Solutions","Sweden,Holland,France,Belgium,Latin America,India","Microsoft SQL DBA,Infrastructure solutions,Automation,Hybrid IT environment,Cloud"
"Scania CV AB","Testare sökes till nyutveckling av IT-system för Servicemarknad",Systemtestare,"Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"IT-system ,Web-applikationer ,TestComplete"
"Scania CV AB","System Lead for new Transport Systems",Systemutvecklare/Programmerare,"Manufacturing of trucks and buses, industrial and marine engines, and financial services.",Sverige,"Connectivity ,Cloud-based technologies ,Embedded software"
"Scania IT","Teknisk ansvarig, Skype för företag, Scania IT",IT-tekniker/Datatekniker,"Scania IT servar Scaniakoncernen med systemutveckling, IT-drift och infrastruktur.","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Skype for Business,MS Office Suite,Video conferencing,Telefoni,Nätverk/Wifi,DNS,Skype online and Office 365,Exchange miljö"
"Scania CV AB","Testare till Scania Vehicle Control Systems","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.","Södertälje, Sweden","Inbyggda system,Programmering,Test"
"Scania IT","Utvecklare inom CAD Development & BO Support, till Scania IT",Systemutvecklare/Programmerare,Lastbilstillverkare,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemutveckling,IT-drift,Infrastruktur,CAD Development,BO Support,Catia,Enovia,Delmia"
"Scania IT","Scania IT söker FrontEnd-utvecklare",Systemutvecklare/Programmerare,"Lastbilstillverkare,Tjänsteleverantör av kompletta transportlösningar","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","HTML5,JavaScript,TypeScript,AngularJS,Node.js,ES2016,REST,Java"
"Scania IT","Utvecklare, BI Cognos, till Scania IT",Kommunikationstekniker,Lastbilstillverkare/Transportlösningar,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemutveckling,IT-drift,Infrastruktur,Cognos,Oracle,SQL Server,Report Studio,Framework Manager,ETL-processen"
"Scania CV AB","Arkitekt och mjukvaruutvecklare av diagnosramverk i motorstyrsystem","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"C ,Diagnosfunktionalitet ,Motorstyrsystem"
"Scania CV AB","Systemutvecklare till Scania Autonomous Transport Solutions","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","C and C++,Matlab-Simulink-Stateflow,Linux"
"Scania IT","Process Manager till Service Desk, Scania IT","Civilingenjör, systemutveckling",Scania-koncernen,"Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Systemutveckling,IT-drift,Infrastruktur"
"Scania CV AB","Data warehouse/BI-Utvecklare till Scania IT Connected Services",Systemutvecklare/Programmerare,Automotive,"Not mentioned","Microsoft SQL Server,Azure SQL Data Warehouse,Data Factory,Hadoop,MPP"
"Scania CV AB","Testsystemsutvecklare Scania Vechicle Control Systems","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","Hardware in the Loop Labb (HIL),Matlab,Simulink"
"Scania IT","Service Owner for Platform and Hosting Services","Civilingenjör, systemutveckling",Automotive,"Sweden, Holland, France, Belgium, Latin America, India","Operating System,Databases,Application Platforms,Cloud Solutions"
"Scania IT","Systemadministratör Identity Management & Access Governance",Systemadministratör,Lastbilstillverkare,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemadministratör Identity Management & Access Governance,Linux,IAM"
"Scania IT",".NET-utvecklare,till Scania IT i Oskarshamn",Systemutvecklare/Programmerare,Transportlösningar,"Oskarshamn, Sweden",".NET,C#,Webbutveckling,Microsofts kringliggande produkter,Agila arbetsmetoder,SQL,Oracle"
"Scania CV AB","Systemutvecklare inom Scania Autonomous Transport Solutions","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","C#,Java,ASP .NET MVC,REST (HTTP kommunikation),AI-planering,Schedulering,Microsoft Visual Studio,Eclipse,Microsoft Azure"
"Scania CV AB","Systemutvecklare Remote Diagnostics till Connected Services","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"C# .Net,C++,SQL Server,AWS"
"Scania IT","Service Responsible, O2D Process - Production & Industrial Maintenance","Civilingenjör, systemutveckling","Transport Solutions","Sweden, Holland, France, Belgium, Latin America, India","Service Management,IT Project Lead,Agile Working Methods,New Technologies"
"Scania CV AB","Mjukvaruarkitekter och Seniora utvecklare inom .Net på Scania IT",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden",".NET,Microsofts kringliggande produkter,Agile utvecklingsmodeller och principer,Testdriven utveckling,AWS Amason Web Services"
"Scania CV AB","Utvecklare inom Java till Flexible Maintenance",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden","Java 8,JavaScript,Web,Microservices,Cloud"
"Scania CV AB","JavaScript-utvecklare till Scania IT",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden","Alfresco,Sitevision,Solr,Dreambroker,Tibbr,Javascript,CSS"
"Scania CV AB","Senior utvecklare till Connected Services",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden",".Net,Angular JS,WCF,WPF,MS Visual Studio 2010/2013,TFS,MS SQL Server,Mgmt Studio"
"Scania CV AB","System Developer for Prototyping Autonomous Transport Systems","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden",".Net C#,Microsoft Azure,Cloud Platforms,IoT,Artificial Intelligence"
"Scania CV AB","SAP EWM Solution Expert till Scania IT",Systemutvecklare/Programmerare,Automotive,"Södertälje, Sweden","SAP EWM,SAP ECC,APO"
"Scania CV AB","Senior utvecklare till IoT plattform","Civilingenjör, systemutveckling","Manufacturing of trucks and buses, industrial and marine engines, and services.","Södertälje, Sweden","C# .Net,Continuous delivery,DevOps"
"Scania IT","System Analyst till Scania IT",Systemutvecklare/Programmerare,"Scania IT servar Scaniakoncernen med systemutveckling, IT-drift och infrastruktur.","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemutveckling,IT-drift,Infrastruktur,Data Warehouse lösningar,Oracle Data Warehouse ODI,Integrationer"
"Scania IT",Systemadministratör,Systemadministratör,"Scania IT","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Systemadministratör/Teknisk applikationsförvaltare,Systemutveckling,IT-drift,Infrastruktur"
"Scania CV AB","Utvecklingsingenjör inom styrning av hjälpbromssystem","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"Stateflow/Simulink,C,Inbyggda system,Reglerteknik,Signalbehandling"
"Scania CV AB","Testare till Scania Vehicle Control Systems","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","Vehicle Control Systems ,Programming ,Test ,Agile Methodologies"
"Scania IT","Utvecklare inom Java till Scania IT",Systemutvecklare/Programmerare,Lastbilstillverkare,"Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Java7,Java8,CleanCode,Maven,Gradle,GitHub,ReST,Continuous Delivery,Lean SDP"
"Scania CV AB","Solution Architect at Product Development IT, Scania IT",IT-arkitekt/Lösningsarkitekt,"Transportation Solutions","Södertälje, Sweden","Enterprise Architecture Principles ,Sparx EA ,UML ,SCRUM ,Information Modelling ,SOA ,AWS Cloud Services"
"Scania CV AB","Testdesigner - Inbyggda System för Motor","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"Programvaruutveckling,Systemtest,Motorutveckling,Test,Mekatronik,Programmering,Fordonssystem"
"Scania CV AB","Solution Architect  For Scania Connected Services","Civilingenjör, systemutveckling",Transportbranschen,"Scania R&D","Mjukvaruutveckling,Amazon Web Services,Elsystem,Inbyggda mjukvara"
"Scania CV AB","Business IT Analyst ","Civilingenjör, systemutveckling",Automotive,"Södertälje, Sweden","Digital transformation,Agile metods (Scrum/Kanban),Traditional metods (RUP),Process modelling"
"Scania CV AB","Solution Architect For Scania Connected Services",IT-arkitekt/Lösningsarkitekt,Transportbranschen,"Scania R&D","Mjukvaruutveckling,Elsystem,Inbyggda mjukvara,Molnbaserade teknologier,Amazon Web Services"
"Scania IT","Linuxtekniker inom High Performance Computing till Scania IT","Civilingenjör, systemutveckling","Heavy Vehicle Manufacturing","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien","Linux Workstation OS,Linux Virtual Desktop Infrastructure (Linux VDI)"
"Scania CV AB","Projektledare till Scanias Projektkontor","Civilingenjör, systemutveckling","Lastbilar och bussar för tunga transporter samt industri- och marinmotorer.",Sverige,"Systemutveckling,IT-lösningar,Processer"
"Scania IT","Senior Lösningsarkitekt till Scania IT",IT-arkitekt/Lösningsarkitekt,"Scania IT servar Scaniakoncernen med systemutveckling, IT-drift och infrastruktur.","Sverige, Holland, Frankrike, Belgien, Latinamerika och Indien","Systemutveckling,IT-drift,Infrastruktur,Konceptutveckling,Implementation,Produktion,Agila arbetsmetoder,Fasta högpresterande utvecklingsteam,Verktyget EA Sparx,UML,Informationsmodellering"
"Scania IT","Mjukvaruarkitekter och Seniora utvecklare inom .Net",Systemarkitekt,"Lastbilstillverkare,Tjänsteleverantör av kompletta transportlösningar","Sverige,Holland,Frankrike,Belgien,Latinamerika,Indien",".Net,Microsofts kringliggande produkter,Agil utveckling,Testdriven utveckling,AWS Amason Web Services"
"Scania CV AB","Manager to Product Development IT, Testing","Projektledare, IT","Heavy Truck Manufacturing and Sustainable Transport Solutions",Scania,"Improved flow orientation ,Agile ways of working ,Developing and maintaining IT applications"
"Scania IT","Support Administration Specialist till Scania IT",Helpdesktekniker/Supporttekniker,Automotive,"Södertälje, Sweden","Systemutveckling,IT-drift,Infrastruktur"
